chr,chromStart,chromEnd,name,score,pValue,peak,annotStart,annotEnd,gene,product
U00096.3,4179650,4179882,NA_peak_179,82,10.5274,95,4178879,4179583,gene=rplA,product=50S ribosomal subunit protein L1
U00096.3,4180021,4180408,NA_peak_180,185,21.3227,89,4179996,4180493,gene=rplJ,product=50S ribosomal subunit protein L10
U00096.3,4180716,4181159,NA_peak_181,75,9.77696,398,4180560,4180925,gene=rplL,product=50S ribosomal subunit protein L12
U00096.3,4208197,4210860,NA_peak_182,257,28.5789,1583,4205943,4207532,gene=purH,product=bifunctional AICAR transformylase/IMP cyclohydrolase
U00096.3,4210957,4213049,NA_peak_183,152,17.9289,1704,4213234,4213617,gene=yjaA,product=stress response protein
U00096.3,4215913,4216078,NA_peak_184,17,3.47934,128,4215478,4217079,gene=aceB,product=malate synthase A
U00096.3,4223171,4223554,NA_peak_185,82,10.5673,100,4222804,4223628,gene=iclR,product=DNA-binding transcriptional repressor IclR
U00096.3,4230950,4231386,NA_peak_186,465,49.5073,237,4230354,4231226,gene=rluF,product=23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
U00096.3,4230950,4231386,NA_peak_186,465,49.5073,237,4231359,4231631,gene=yjbD,product=DUF3811 domain-containing protein YjbD
U00096.3,4252513,4252670,NA_peak_187,34,5.34336,81,4252506,4253003,gene=ubiC,product=chorismate lyase
U00096.3,4256762,4256991,NA_peak_188,211,23.8722,105,4256637,4257005,gene=dgkA,product=diacylglycerol kinase
U00096.3,4257319,4257470,NA_peak_189,18,3.55519,34,4257115,4257723,gene=lexA,product=DNA-binding transcriptional repressor LexA
U00096.3,4259670,4259860,NA_peak_190,78,10.1367,65,4259488,4260003,gene=zur,product=DNA-binding transcriptional repressor Zur
U00096.3,4277700,4278032,NA_peak_191,182,20.9307,137,4277469,4277933,gene=soxR,product=DNA-binding transcriptional dual regulator SoxR
U00096.3,4330260,4330580,NA_peak_192,50,7.1116,197,4330502,4332004,gene=proP,product=osmolyte:H(+) symporter ProP
U00096.3,4349834,4350003,NA_peak_193,33,5.22846,116,4349315,4350034,gene=dcuR,product=DNA-binding transcriptional activator DcuR
U00096.3,4356085,4356260,NA_peak_194,50,7.10977,115,4354954,4356411,gene=dtpC,product=dipeptide/tripeptide:H(+) symporter DtpC
U00096.3,4373332,4373489,NA_peak_195,30,4.88607,25,4373365,4374234,gene=yjeJ,product=protein YjeJ
U00096.3,4375857,4376031,NA_peak_196,37,5.66146,78,4375699,4376265,gene=efp,product=protein chain elongation factor EF-P
U00096.3,4376901,4377084,NA_peak_197,43,6.27204,115,4376875,4377192,gene=gdx,product=guanidinium exporter
U00096.3,4383132,4383317,NA_peak_198,54,7.46913,80,4382643,4383620,gene=epmA,product=EF-P-lysine lysyltransferase
U00096.3,4392314,4392706,NA_peak_199,171,19.7998,174,4391604,4392149,gene=orn,product=oligoribonuclease
U00096.3,4404695,4404940,NA_peak_200,101,12.5562,98,4404687,4405985,gene=purA,product=adenylosuccinate synthetase
U00096.3,4496295,4496521,NA_peak_201,64,8.57191,102,4495190,4496209,gene=ahr,product=NADPH-dependent aldehyde reductase Ahr
U00096.3,4503349,4503744,NA_peak_202,459,48.9848,284,4502103,4503431,gene=insG,product=IS4 family putative transposase
U00096.3,4506905,4507128,NA_peak_203,30,4.83575,25,4507197,4507451,locus_tag=b4623,product=IS911B regulator fragment
U00096.3,4533989,4534233,NA_peak_204,66,8.80041,125,4533796,4534053,gene=topAI,product=toxin of the TopAI-YjhQ toxin-antitoxin system%2C TopA inhibitor
U00096.3,4539828,4540005,NA_peak_205,399,42.8629,92,4538785,4539501,gene=nanC,product=N-acetylneuraminate outer membrane channel
U00096.3,4545903,4546336,NA_peak_206,125,15.1468,180,4545096,4547732,gene=fimD,product=type I fimbriae usher protein
U00096.3,4550889,4551891,NA_peak_207,4734,477.377,574,4549953,4551296,gene=gntP,product=fructuronate transporter
U00096.3,4550889,4551891,NA_peak_207,4734,477.377,574,4551636,4552820,gene=uxuA,product=D-mannonate dehydratase
U00096.3,4553415,4554636,NA_peak_208,2431,246.718,971,4552901,4554361,gene=uxuB,product=D-mannonate oxidoreductase
U00096.3,4553415,4554636,NA_peak_208,2431,246.718,971,4554576,4555349,gene=uxuR,product=DNA-binding transcriptional repressor UxuR
U00096.3,4606099,4606475,NA_peak_209,43,6.30939,145,4605804,4606040,gene=yjjZ,product=DUF1435 domain-containing protein YjjZ
U00096.3,4619406,4619672,NA_peak_210,64,8.54319,120,4618229,4619551,gene=deoA,product=thymidine phosphorylase
U00096.3,4619406,4619672,NA_peak_210,64,8.54319,120,4619603,4620826,gene=deoB,product=phosphopentomutase
