chr,chromStart,chromEnd,name,score,pValue,peak,annotStart,annotEnd,gene,product
U00096.3,1049916,1050415,NA_peak_416,197,22.4593,374,1049833,1050108,gene=insA4,product=IS1 family protein InsA
U00096.3,1049916,1050415,NA_peak_416,197,22.4593,374,1050027,1050530,gene=insB4,product=IS1 family protein InsB
U00096.3,1054987,1055168,NA_peak_417,19,3.06622,5,1053434,1056178,gene=torS,product=sensor histidine kinase TorS
U00096.3,1055679,1055849,NA_peak_418,24,3.6383,106,1053434,1056178,gene=torS,product=sensor histidine kinase TorS
U00096.3,1060301,1060513,NA_peak_419,43,5.93854,76,1059256,1061802,gene=torA,product=trimethylamine N-oxide reductase 1
U00096.3,1061512,1061810,NA_peak_420,60,7.86889,239,1059256,1061802,gene=torA,product=trimethylamine N-oxide reductase 1
U00096.3,1061512,1061810,NA_peak_420,60,7.86889,239,1061799,1062398,gene=torD,product=trimethylamine-N-oxide reductase-specific chaperone
U00096.3,1069811,1070011,NA_peak_421,30,4.3193,66,1068511,1069839,gene=rutG,product=pyrimidine:H(+) symporter
U00096.3,1069811,1070011,NA_peak_421,30,4.3193,66,1069860,1070354,gene=rutF,product=FMN reductase RutF
U00096.3,1070193,1070342,NA_peak_422,45,6.14778,101,1069860,1070354,gene=rutF,product=FMN reductase RutF
U00096.3,1075213,1075582,NA_peak_423,56,7.4659,100,1074920,1078882,gene=putA,product=fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA
U00096.3,1076096,1076409,NA_peak_424,129,15.4337,93,1074920,1078882,gene=putA,product=fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA
U00096.3,1076555,1076982,NA_peak_425,31,4.5056,273,1074920,1078882,gene=putA,product=fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA
U00096.3,1080399,1080627,NA_peak_426,48,6.53852,99,1079305,1080813,gene=putP,product=proline:Na(+) symporter
U00096.3,1094539,1094771,NA_peak_427,77,9.84814,105,1094275,1095141,gene=insF4,product=IS3 element protein InsF
U00096.3,1111880,1112151,NA_peak_428,29,4.24252,254,1110863,1113406,gene=opgH,product=osmoregulated periplasmic glucans biosynthesis protein H
U00096.3,1127298,1127570,NA_peak_429,69,8.92954,173,1126806,1127729,gene=yceM,product=putative oxidoreductase YceM
U00096.3,1133892,1134113,NA_peak_430,31,4.48287,172,1133802,1134557,gene=flgF,product=flagellar basal-body rod protein FlgF
U00096.3,1134173,1134354,NA_peak_431,57,7.50869,65,1133802,1134557,gene=flgF,product=flagellar basal-body rod protein FlgF
U00096.3,1141850,1142031,NA_peak_432,76,9.73979,108,1141182,1144367,gene=rne,product=ribonuclease E
U00096.3,1142123,1142786,NA_peak_433,127,15.2465,379,1141182,1144367,gene=rne,product=ribonuclease E
U00096.3,1151138,1151307,NA_peak_434,54,7.22189,104,1150670,1151404,gene=fabG,product=3-oxoacyl-[acyl-carrier-protein] reductase FabG
U00096.3,1152393,1152741,NA_peak_435,67,8.73308,166,1151939,1153180,gene=fabF,product=3-oxoacyl-[acyl carrier protein] synthase 2
U00096.3,1156245,1156457,NA_peak_436,49,6.59442,107,1155762,1156766,gene=holB,product=DNA polymerase III subunit delta'
U00096.3,1162794,1163029,NA_peak_437,27,3.95655,108,1162638,1163279,gene=lpoB,product=outer membrane lipoprotein - activator of MrcB activity
U00096.3,1172414,1172576,NA_peak_438,14,2.39764,2,1170518,1173964,gene=mfd,product=transcription-repair coupling factor
U00096.3,1192141,1192383,NA_peak_439,72,9.24665,146,1191990,1192631,gene=hflD,product=lysogenization regulator
U00096.3,1238680,1238948,NA_peak_440,49,6.63406,47,1237571,1238869,gene=dadA,product=D-amino acid dehydrogenase
U00096.3,1238680,1238948,NA_peak_440,49,6.63406,47,1238879,1239949,gene=dadX,product=alanine racemase 2
U00096.3,1239520,1239845,NA_peak_441,85,10.6514,189,1238879,1239949,gene=dadX,product=alanine racemase 2
U00096.3,1259521,1259904,NA_peak_442,52,6.93626,85,1259124,1260803,gene=dauA,product=aerobic C4-dicarboxylate transporter DauA
U00096.3,1272577,1272875,NA_peak_443,96,11.9486,105,1272507,1273202,gene=chaC,product=glutathione-specific gamma-glutamylcyclotransferase
U00096.3,1285319,1285559,NA_peak_444,77,9.78178,65,1285139,1285849,gene=narJ,product=nitrate reductase 1 molybdenum cofactor assembly chaperone
U00096.3,1295701,1295951,NA_peak_445,79,10.0544,121,1295446,1298121,gene=adhE,product=fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE
U00096.3,1299746,1300345,NA_peak_446,41,5.62029,347,1299567,1300547,gene=insH21,product=IS5 family transposase and trans-activator
U00096.3,1321533,1321779,NA_peak_447,34,4.78174,163,1321384,1322946,gene=trpE,product=anthranilate synthase subunit TrpE
U00096.3,1336135,1336283,NA_peak_448,35,4.93873,32,1335831,1338506,gene=acnA,product=aconitate hydratase 1
U00096.3,1342345,1342728,NA_peak_449,150,17.671,228,1341921,1342658,gene=pyrF,product=orotidine-5'-phosphate decarboxylase
U00096.3,1342345,1342728,NA_peak_449,150,17.671,228,1342658,1342984,gene=yciH,product=putative translation factor
U00096.3,1347473,1347725,NA_peak_450,97,12.0231,125,1346978,1348912,gene=rnb,product=RNase II
U00096.3,1365679,1365864,NA_peak_451,26,3.92622,136,1365550,1366815,gene=puuE,product=4-aminobutyrate aminotransferase PuuE
U00096.3,1366202,1366383,NA_peak_452,27,4.0116,159,1365550,1366815,gene=puuE,product=4-aminobutyrate aminotransferase PuuE
U00096.3,1378253,1378451,NA_peak_453,20,3.09655,24,1377884,1380151,gene=ycjT,product=kojibiose phosphorylase
U00096.3,1385740,1385891,NA_peak_454,23,3.49979,77,1385511,1386572,gene=ycjF,product=DUF697 domain-containing inner membrane protein YcjF
U00096.3,1386066,1386218,NA_peak_455,56,7.42337,66,1385511,1386572,gene=ycjF,product=DUF697 domain-containing inner membrane protein YcjF
U00096.3,1396262,1396891,NA_peak_456,99,12.1892,235,1396112,1397092,gene=insH4,product=IS5 family transposase and trans-activator
U00096.3,1398981,1399149,NA_peak_457,24,3.63905,121,1398774,1399526,gene=fnr,product=DNA-binding transcriptional dual regulator FNR
U00096.3,1429349,1429592,NA_peak_458,68,8.79994,123,1429049,1432411,gene=stfR,product=putative prophage side tail fiber protein StfR
U00096.3,1429879,1430442,NA_peak_459,66,8.57044,251,1429049,1432411,gene=stfR,product=putative prophage side tail fiber protein StfR
U00096.3,1468342,1468540,NA_peak_460,53,7.05038,80,1467921,1468826,gene=insD2,product=IS2 insertion element protein InsB
U00096.3,1484434,1484664,NA_peak_461,30,4.37852,203,1483061,1486963,gene=hrpA,product=ATP-dependent 3'->5' RNA helicase HrpA
U00096.3,1528003,1528176,NA_peak_462,57,7.58164,96,1526940,1527152,gene=yncH,product=DUF5445 domain-containing protein YncH
U00096.3,1528366,1528761,NA_peak_463,121,14.6295,118,1529922,1530404,gene=ydcD,product=uncharacterized protein YdcD
U00096.3,1570773,1570926,NA_peak_464,54,7.18102,74,1570645,1572045,gene=gadB,product=glutamate decarboxylase B
U00096.3,1571128,1571463,NA_peak_465,72,9.20349,189,1570645,1572045,gene=gadB,product=glutamate decarboxylase B
U00096.3,1610388,1611175,NA_peak_466,3624,366.837,334,1609229,1610680,gene=uxaB,product=tagaturonate reductase
U00096.3,1610388,1611175,NA_peak_466,3624,366.837,334,1610907,1611854,gene=dgcF,product=putative diguanylate cyclase DgcF
U00096.3,1695995,1696162,NA_peak_467,67,8.68995,77,1694260,1696071,gene=uidA,product=beta-glucuronidase
U00096.3,1697011,1697410,NA_peak_468,2025,206.276,194,1696462,1697052,gene=uidR,product=DNA-binding transcriptional repressor UidR
U00096.3,1697011,1697410,NA_peak_468,2025,206.276,194,1697273,1698040,gene=hdhA,product=7-alpha-hydroxysteroid dehydrogenase
U00096.3,1698839,1699014,NA_peak_469,29,4.22489,136,1698152,1699180,gene=malI,product=DNA-binding transcriptional repressor MalI
U00096.3,1699484,1700168,NA_peak_470,1141,117.463,235,1699355,1700947,gene=malX,product=PTS enzyme IIBC component MalX
U00096.3,1708566,1708974,NA_peak_471,46,6.27629,287,1706919,1709141,gene=rsxC,product=SoxR [2Fe-2S] reducing system protein RsxC
U00096.3,1729552,1729699,NA_peak_472,38,5.36021,79,1729087,1733703,gene=lhr,product=ATP-dependent helicase Lhr
U00096.3,1769543,1769853,NA_peak_473,89,11.141,134,1769074,1770186,gene=ydiK,product=putative transporter YdiK
U00096.3,1796631,1796890,NA_peak_474,62,8.17946,99,1795557,1797944,gene=pheT,product=phenylalanine--tRNA ligase subunit beta
U00096.3,1797380,1797533,NA_peak_475,43,5.8893,30,1795557,1797944,gene=pheT,product=phenylalanine--tRNA ligase subunit beta
U00096.3,1829596,1829754,NA_peak_476,34,4.82456,38,1828256,1829734,gene=astD,product=aldehyde dehydrogenase
U00096.3,1829596,1829754,NA_peak_476,34,4.82456,38,1829731,1830765,gene=astA,product=arginine N-succinyltransferase
U00096.3,1846078,1846274,NA_peak_477,91,11.3897,97,1844999,1846960,gene=topB,product=DNA topoisomerase III
U00096.3,1863020,1863439,NA_peak_478,54,7.22189,297,1862771,1863766,gene=gapA,product=glyceraldehyde-3-phosphate dehydrogenase A
U00096.3,1887227,1887419,NA_peak_479,31,4.45325,172,1886864,1887991,gene=rnd,product=RNase D
U00096.3,1913327,1913603,NA_peak_480,95,11.7678,144,1912768,1914816,gene=prc,product=tail-specific protease
U00096.3,1938256,1938458,NA_peak_481,39,5.44663,85,1937649,1939091,gene=pykA,product=pyruvate kinase 2
U00096.3,1938770,1938952,NA_peak_482,82,10.4106,96,1937649,1939091,gene=pykA,product=pyruvate kinase 2
U00096.3,1944635,1944876,NA_peak_483,45,6.11007,35,1944346,1945356,gene=ruvB,product=Holliday junction branch migration complex subunit RuvB
U00096.3,1963366,1963548,NA_peak_484,30,4.37852,140,1962972,1965050,gene=flhA,product=flagellar biosynthesis protein FlhA
U00096.3,1970004,1970155,NA_peak_485,32,4.53853,40,1969383,1970984,gene=tap,product=methyl-accepting chemotaxis protein Tap
U00096.3,1971182,1971339,NA_peak_486,26,3.89171,82,1971030,1972691,gene=tar,product=methyl-accepting chemotaxis protein Tar
U00096.3,1978660,1979079,NA_peak_487,68,8.81071,116,1978518,1979021,gene=insB5,product=IS1 family protein InsB
U00096.3,1978660,1979079,NA_peak_487,68,8.81071,116,1978940,1979215,gene=insA5,product=IS1 family protein InsA
U00096.3,1983498,1983660,NA_peak_488,25,3.7812,36,1982554,1983540,gene=araH,product=arabinose ABC transporter membrane subunit
U00096.3,1983498,1983660,NA_peak_488,25,3.7812,36,1983555,1985069,gene=araG,product=arabinose ABC transporter ATP binding subunit
U00096.3,1995013,1995209,NA_peak_489,51,6.82723,94,1994703,1995359,gene=uvrY,product=DNA-binding transcriptional activator UvrY
U00096.3,1998016,1998163,NA_peak_490,38,5.27449,65,1997811,1998479,gene=tcyL,product=cystine ABC transporter membrane subunit
U00096.3,2016405,2016614,NA_peak_491,33,4.69585,108,2015868,2016554,gene=fliH,product=flagellar biosynthesis protein FliH
U00096.3,2016405,2016614,NA_peak_491,33,4.69585,108,2016554,2017927,gene=fliI,product=flagellar export ATPase FliI
U00096.3,2016911,2017073,NA_peak_492,81,10.2675,67,2016554,2017927,gene=fliI,product=flagellar export ATPase FliI
U00096.3,2017179,2017811,NA_peak_493,52,6.92485,448,2016554,2017927,gene=fliI,product=flagellar export ATPase FliI
U00096.3,2025921,2026264,NA_peak_494,17,2.79683,41,2025511,2026326,gene=yedP,product=putative mannosyl-3-phosphoglycerate phosphatase
U00096.3,2069290,2069799,NA_peak_495,77,9.85584,118,2068952,2069857,gene=insD3,product=IS2 insertion element protein InsB
U00096.3,2070946,2071111,NA_peak_496,23,3.49979,35,2071539,2074658,gene=flu,product=self recognizing antigen 43 (Ag43) autotransporter
U00096.3,2072682,2072940,NA_peak_497,36,5.0593,243,2071539,2074658,gene=flu,product=self recognizing antigen 43 (Ag43) autotransporter
U00096.3,2094548,2094873,NA_peak_498,52,6.96532,87,2094535,2095125,gene=hisH,product=imidazole glycerol phosphate synthase subunit HisH
U00096.3,2102174,2102601,NA_peak_499,56,7.45044,117,2101895,2102875,gene=insH7,product=IS5 family transposase and trans-activator
U00096.3,2113919,2114070,NA_peak_500,37,5.18949,105,2113434,2114327,gene=galF,product=UTP:glucose-1-phosphate uridylyltransferase%2C low activity
U00096.3,2121628,2121897,NA_peak_501,108,13.1709,79,2121609,2122979,gene=cpsG,product=phosphomannomutase
U00096.3,2124109,2124262,NA_peak_502,50,6.7303,121,2123084,2124520,gene=cpsB,product=mannose-1-phosphate guanylyltransferase
U00096.3,2126461,2126744,NA_peak_503,50,6.73578,192,2126225,2127190,gene=fcl,product=GDP-L-fucose synthase
U00096.3,2127352,2127595,NA_peak_504,38,5.30192,96,2127193,2128314,gene=gmd,product=GDP-mannose 4%2C6-dehydratase
U00096.3,2141169,2141442,NA_peak_505,24,3.60762,133,2139759,2141612,gene=asmA,product=putative assembly protein AsmA
U00096.3,2141728,2142145,NA_peak_506,81,10.2697,93,2141634,2142215,gene=dcd,product=dCTP deaminase
U00096.3,2143929,2144131,NA_peak_507,24,3.5807,100,2143266,2146583,gene=dgcE,product=putative diguanylate cyclase DgcE
U00096.3,2149078,2149231,NA_peak_508,48,6.55389,91,2149039,2150985,gene=yegI,product=putative serine/threonine-protein kinase YegI
U00096.3,2155270,2156116,NA_peak_509,71,9.18896,625,2155263,2158385,gene=mdtB,product=multidrug efflux pump RND permease subunit MdtB
U00096.3,2158132,2158301,NA_peak_510,67,8.6384,108,2155263,2158385,gene=mdtB,product=multidrug efflux pump RND permease subunit MdtB
U00096.3,2158764,2159016,NA_peak_511,76,9.74446,183,2158386,2161463,gene=mdtC,product=multidrug efflux pump RND permease subunit MdtC
U00096.3,2159597,2159822,NA_peak_512,52,6.91355,97,2158386,2161463,gene=mdtC,product=multidrug efflux pump RND permease subunit MdtC
U00096.3,2160245,2160461,NA_peak_513,37,5.1555,103,2158386,2161463,gene=mdtC,product=multidrug efflux pump RND permease subunit MdtC
U00096.3,2160770,2161031,NA_peak_514,37,5.21317,68,2158386,2161463,gene=mdtC,product=multidrug efflux pump RND permease subunit MdtC
U00096.3,2161706,2161906,NA_peak_515,31,4.52662,109,2161464,2162879,gene=mdtD,product=putative multidrug efflux pump MdtD
U00096.3,2178130,2178295,NA_peak_516,31,4.53396,82,2177512,2178564,gene=fbaB,product=fructose-bisphosphate aldolase class I
U00096.3,2180725,2181265,NA_peak_517,33,4.71452,177,2180095,2181099,gene=yegU,product=putative ADP-ribosylglycohydrolase YegU
U00096.3,2180725,2181265,NA_peak_517,33,4.71452,177,2181096,2182061,gene=yegV,product=putative sugar kinase YegV
U00096.3,2181852,2182045,NA_peak_518,47,6.34511,100,2181096,2182061,gene=yegV,product=putative sugar kinase YegV
U00096.3,2181852,2182045,NA_peak_518,47,6.34511,100,2182035,2182781,gene=yegW,product=putative DNA-binding transcriptional regulator YegW
U00096.3,2199373,2199656,NA_peak_519,33,4.70028,118,2200279,2203911,gene=yehI,product=DUF4132 domain-containing protein YehI
U00096.3,2205411,2205564,NA_peak_520,38,5.27449,54,2204596,2205684,gene=yehL,product=putative AAA(+) MoxR family ATPase YehL
U00096.3,2205931,2206164,NA_peak_521,31,4.53502,200,2205695,2207974,gene=yehM,product=uncharacterized protein YehM
U00096.3,2207455,2207682,NA_peak_522,62,8.12346,88,2205695,2207974,gene=yehM,product=uncharacterized protein YehM
U00096.3,2215768,2216131,NA_peak_523,22,3.40543,339,2215745,2216476,gene=yehW,product=glycine betaine ABC transporter membrane subunit YehW
U00096.3,2217555,2217844,NA_peak_524,86,10.7728,202,2217400,2218557,gene=yehY,product=glycine betaine ABC transporter membrane subunit YehY
U00096.3,2218692,2218898,NA_peak_525,39,5.44557,120,2218564,2219481,gene=osmF,product=glycine betaine ABC transporter periplasmic binding protein OsmF
U00096.3,2221110,2221348,NA_peak_526,39,5.45509,112,2219692,2221989,gene=bglX,product=beta-D-glucoside glucohydrolase%2C periplasmic
U00096.3,2227460,2227630,NA_peak_527,29,4.24831,72,2226509,2227270,gene=yohF,product=putative oxidoreductase YohF
U00096.3,2229832,2230200,NA_peak_528,52,6.92485,36,2229438,2230385,gene=dusC,product=tRNA-dihydrouridine(16) synthase
U00096.3,2231368,2231583,NA_peak_529,44,5.97994,62,2231019,2231714,gene=yohK,product=putative 3-hydroxypropanoate export protein YohK
U00096.3,2231967,2232431,NA_peak_530,38,5.25302,352,2231844,2232728,gene=cdd,product=cytidine/deoxycytidine deaminase
U00096.3,2241439,2241605,NA_peak_531,67,8.67967,67,2240628,2241668,gene=galS,product=DNA-binding transcriptional dual regulator GalS
U00096.3,2242113,2242340,NA_peak_532,38,5.26093,190,2241810,2242967,gene=yeiB,product=DUF418 domain-containing protein YeiB
U00096.3,2245562,2245753,NA_peak_533,31,4.45641,52,2244778,2246769,gene=cirA,product=iron-catecholate outer membrane transporter CirA
U00096.3,2247856,2248067,NA_peak_534,47,6.4128,87,2247063,2248532,gene=lysP,product=lysine:H(+) symporter
U00096.3,2248958,2249180,NA_peak_535,66,8.53668,138,2248737,2249618,gene=yeiE,product=DNA-binding transcriptional regulator YeiE
U00096.3,2259899,2260228,NA_peak_536,31,4.43022,130,2259719,2261410,gene=fruA,product=fructose-specific PTS multiphosphoryl transfer protein FruA
U00096.3,2261066,2261415,NA_peak_537,46,6.2735,260,2259719,2261410,gene=fruA,product=fructose-specific PTS multiphosphoryl transfer protein FruA
U00096.3,2265814,2266445,NA_peak_538,4441,449.109,360,2265450,2266022,gene=yeiP,product=elongation factor P-like protein YeiP
U00096.3,2265814,2266445,NA_peak_538,4441,449.109,360,2266245,2267711,gene=yeiQ,product=putative oxidoreductase YeiQ
U00096.3,2268450,2268682,NA_peak_539,44,6.07129,111,2267829,2268815,gene=yeiR,product=zinc-binding GTPase YeiR
U00096.3,2279346,2279594,NA_peak_540,77,9.82023,176,2278570,2279760,gene=bcr,product=multidrug efflux pump Bcr
U00096.3,2289394,2289557,NA_peak_541,15,2.51151,51,2289065,2290045,gene=insH8,product=IS5 family transposase and trans-activator
U00096.3,2291514,2291693,NA_peak_542,61,8.04434,75,2291358,2292410,gene=ccmH,product=holocytochrome c synthase CcmH component
U00096.3,2293135,2293308,NA_peak_543,24,3.59919,30,2292961,2294904,gene=ccmF,product=holocytochrome c synthase CcmF component
U00096.3,2293581,2293777,NA_peak_544,33,4.67602,63,2292961,2294904,gene=ccmF,product=holocytochrome c synthase CcmF component
U00096.3,2294005,2294269,NA_peak_545,31,4.49962,31,2292961,2294904,gene=ccmF,product=holocytochrome c synthase CcmF component
U00096.3,2296518,2296803,NA_peak_546,46,6.21485,56,2296362,2297024,gene=ccmB,product=cytochrome c maturation protein B
U00096.3,2299481,2299951,NA_peak_547,30,4.39396,168,2298715,2299578,gene=napH,product=ferredoxin-type protein NapH
U00096.3,2299481,2299951,NA_peak_547,30,4.39396,168,2299565,2300260,gene=napG,product=ferredoxin-type protein NapG
U00096.3,2300348,2300866,NA_peak_548,56,7.40792,236,2300267,2302753,gene=napA,product=periplasmic nitrate reductase subunit NapA
U00096.3,2301446,2301721,NA_peak_549,54,7.22189,86,2300267,2302753,gene=napA,product=periplasmic nitrate reductase subunit NapA
U00096.3,2301990,2302215,NA_peak_550,37,5.18949,91,2300267,2302753,gene=napA,product=periplasmic nitrate reductase subunit NapA
U00096.3,2302516,2302712,NA_peak_551,69,8.86261,109,2300267,2302753,gene=napA,product=periplasmic nitrate reductase subunit NapA
U00096.3,2304367,2304806,NA_peak_552,31,4.52048,148,2303905,2304393,gene=eco,product=serine protease inhibitor ecotin
U00096.3,2307634,2307839,NA_peak_553,16,2.62449,122,2306972,2308615,gene=yojI,product=ABC transporter family protein/microcin J25 efflux protein
U00096.3,2309363,2309522,NA_peak_554,14,2.41662,157,2309341,2310405,gene=ada,product=DNA-binding transcriptional dual regulator/DNA repair protein Ada
U00096.3,2309576,2309907,NA_peak_555,72,9.29145,74,2309341,2310405,gene=ada,product=DNA-binding transcriptional dual regulator/DNA repair protein Ada
U00096.3,2311801,2312042,NA_peak_556,59,7.73077,113,2311646,2312749,gene=ompC,product=outer membrane porin C
U00096.3,2312275,2312453,NA_peak_557,44,5.97994,112,2311646,2312749,gene=ompC,product=outer membrane porin C
U00096.3,2328540,2328778,NA_peak_558,52,7.00199,102,2328148,2329797,gene=yfaQ,product=tandem DUF2300 domain-containing protein YfaQ
U00096.3,2329862,2330133,NA_peak_559,13,2.23746,0,2328148,2329797,gene=yfaQ,product=tandem DUF2300 domain-containing protein YfaQ
U00096.3,2330899,2331150,NA_peak_560,22,3.40127,65,2328148,2329797,gene=yfaQ,product=tandem DUF2300 domain-containing protein YfaQ
U00096.3,2331722,2331920,NA_peak_561,58,7.62761,120,2328148,2329797,gene=yfaQ,product=tandem DUF2300 domain-containing protein YfaQ
U00096.3,2337026,2337489,NA_peak_562,112,13.6026,377,2336793,2339420,gene=gyrA,product=DNA gyrase subunit A
U00096.3,2338074,2338313,NA_peak_563,46,6.21144,99,2336793,2339420,gene=gyrA,product=DNA gyrase subunit A
U00096.3,2339649,2339824,NA_peak_564,55,7.32229,86,2339567,2340289,gene=ubiG,product=bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase
U00096.3,2342047,2342283,NA_peak_565,18,2.87474,151,2340417,2344169,gene=yfaL,product=putative autotransporter adhesin YfaL
U00096.3,2342563,2342883,NA_peak_566,39,5.40783,209,2340417,2344169,gene=yfaL,product=putative autotransporter adhesin YfaL
U00096.3,2345518,2345707,NA_peak_567,33,4.7345,118,2344865,2347150,gene=nrdA,product=ribonucleoside-diphosphate reductase 1 subunit alpha
U00096.3,2352707,2352928,NA_peak_568,79,10.0439,113,2352647,2354275,gene=glpA,product=anaerobic glycerol-3-phosphate dehydrogenase subunit A
U00096.3,2353058,2353295,NA_peak_569,44,6.02495,148,2352647,2354275,gene=glpA,product=anaerobic glycerol-3-phosphate dehydrogenase subunit A
U00096.3,2354426,2354620,NA_peak_570,37,5.148,105,2354265,2355524,gene=glpB,product=anaerobic glycerol-3-phosphate dehydrogenase subunit B
U00096.3,2359783,2359994,NA_peak_571,117,14.1317,115,2358863,2360152,gene=yfaV,product=putative transporter YfaV
U00096.3,2360577,2360793,NA_peak_572,21,3.2963,176,2360209,2361414,gene=rhmD,product=L-rhamnonate dehydratase
U00096.3,2368692,2368933,NA_peak_573,56,7.42337,116,2368039,2370021,gene=arnA,product=fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase
U00096.3,2370275,2370574,NA_peak_574,305,33.3272,160,2370018,2370908,gene=arnD,product=putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
U00096.3,2372608,2372824,NA_peak_575,27,4.03641,101,2372557,2372892,gene=arnE,product=undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit
U00096.3,2374509,2374683,NA_peak_576,23,3.56927,5,2373648,2375003,gene=menE,product=o-succinylbenzoate--CoA ligase
U00096.3,2375021,2375254,NA_peak_577,33,4.65991,138,2375000,2375962,gene=menC,product=o-succinylbenzoate synthase
U00096.3,2376018,2376622,NA_peak_578,32,4.58126,132,2375962,2376819,gene=menB,product=1%2C4-dihydroxy-2-naphthoyl-CoA synthase
U00096.3,2376905,2377183,NA_peak_579,25,3.72223,102,2376834,2377592,gene=menH,product=2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
U00096.3,2377981,2378156,NA_peak_580,35,4.99405,32,2377589,2379259,gene=menD,product=2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
U00096.3,2378272,2378578,NA_peak_581,64,8.35287,222,2377589,2379259,gene=menD,product=2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
U00096.3,2390128,2390485,NA_peak_582,29,4.17814,309,2390048,2391505,gene=nuoN,product=NADH:quinone oxidoreductase subunit N
U00096.3,2392755,2392936,NA_peak_583,40,5.50509,126,2391512,2393041,gene=nuoM,product=NADH:quinone oxidoreductase subunit M
U00096.3,2394175,2394536,NA_peak_584,43,5.9489,188,2393205,2395046,gene=nuoL,product=NADH:quinone oxidoreductase subunit L
U00096.3,2397487,2397648,NA_peak_585,32,4.59053,88,2397439,2400165,gene=nuoG,product=NADH:quinone oxidoreductase subunit G
U00096.3,2397813,2398226,NA_peak_586,44,6.01741,160,2397439,2400165,gene=nuoG,product=NADH:quinone oxidoreductase subunit G
U00096.3,2398505,2399199,NA_peak_587,54,7.18226,340,2397439,2400165,gene=nuoG,product=NADH:quinone oxidoreductase subunit G
U00096.3,2400448,2400716,NA_peak_588,43,5.89628,138,2400218,2401555,gene=nuoF,product=NADH:quinone oxidoreductase subunit F
U00096.3,2404761,2405006,NA_peak_589,54,7.22189,141,2404629,2405072,gene=nuoA,product=NADH:quinone oxidoreductase subunit A
U00096.3,2415493,2415660,NA_peak_590,44,6.05848,103,2414747,2416891,gene=pta,product=phosphate acetyltransferase
U00096.3,2416011,2416187,NA_peak_591,30,4.38039,51,2414747,2416891,gene=pta,product=phosphate acetyltransferase
U00096.3,2416529,2416836,NA_peak_592,40,5.50568,164,2414747,2416891,gene=pta,product=phosphate acetyltransferase
U00096.3,2428456,2428604,NA_peak_593,19,3.06003,138,2428057,2428626,gene=ubiX,product=flavin prenyltransferase
U00096.3,2430020,2430212,NA_peak_594,79,10.0544,120,2428721,2430238,gene=purF,product=amidophosphoribosyltransferase
U00096.3,2431305,2431520,NA_peak_595,84,10.5852,124,2431022,2431684,gene=dedD,product=cell division protein DedD
U00096.3,2431656,2431823,NA_peak_596,39,5.48089,29,2431022,2431684,gene=dedD,product=cell division protein DedD
U00096.3,2431656,2431823,NA_peak_596,39,5.48089,29,2431674,2432942,gene=folC,product=bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase
U00096.3,2433083,2433383,NA_peak_597,29,4.19151,264,2433012,2433926,gene=accD,product=acetyl-CoA carboxyltransferase subunit beta
U00096.3,2439075,2439400,NA_peak_598,83,10.4784,223,2438942,2440120,gene=yfcJ,product=putative transporter YfcJ
U00096.3,2440798,2440981,NA_peak_599,45,6.15611,77,2440385,2441605,gene=fabB,product=3-oxoacyl-[acyl carrier protein] synthase 1
U00096.3,2441055,2441386,NA_peak_600,61,8.00237,187,2440385,2441605,gene=fabB,product=3-oxoacyl-[acyl carrier protein] synthase 1
U00096.3,2442344,2442660,NA_peak_601,42,5.77896,193,2441764,2443770,gene=mnmC,product=fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase
U00096.3,2443628,2443797,NA_peak_602,41,5.69222,49,2441764,2443770,gene=mnmC,product=fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase
U00096.3,2445974,2446305,NA_peak_603,35,5.00164,254,2445560,2446384,gene=mepA,product=peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
U00096.3,2446642,2446844,NA_peak_604,94,11.6869,94,2446388,2447473,gene=aroC,product=chorismate synthase
U00096.3,2453016,2453163,NA_peak_605,43,5.8893,88,2451584,2452336,gene=yfcS,product=putative fimbrial chaperone YfcS
U00096.3,2456619,2456767,NA_peak_606,62,8.15024,87,2456327,2456812,gene=sixA,product=phosphohistidine phosphatase SixA
U00096.3,2459421,2459664,NA_peak_607,48,6.46787,105,2459159,2460469,gene=fadI,product=3-ketoacyl-CoA thiolase FadI
